ClientID,Age,AnnualIncome,PurchaseAmount,PurchaseFrequency,CustomerSatisfaction,Region,Ville,Latitude,Longitude,Population,Altitude,DiscountApplied,OrderMethod,PaymentMethod,TimeOfDay,ShippingCost,NormalizedFrequency
Client_1743,26,50452.41548793335,1522.7570541772975,1.6599599004695484,4.60030603331891,Hautes-Alpes,Éourres,44.213,5.698,130,1217,False,In-store,Bank Transfer,Afternoon,11.052486184450794,26.815459181172184
Client_5055,35,56901.898986922955,1547.3289821600442,1.3824200447178416,3.781873814322242,Cantal,Marchastel,45.283,2.725,139,980,False,Online,PayPal,Morning,22.110202035652758,22.293402711885413
Client_11467,27,44491.76230299393,592.6730323843458,0.7824579403429598,2.358770735023018,Haute-Garonne,Galié,42.989,0.633,83,594,False,Mobile App,Bank Transfer,Morning,2.556466447529246,12.518004839507391
Client_1757,38,13543.480217032764,1882.3255684150463,1.7495162106116444,6.040513420829788,Hautes-Alpes,Gap,44.559,6.08,40500,1113,False,In-store,Bank Transfer,Morning,17.352437455478352,28.274632281001924
Client_8301,28,34416.016237786185,264.2130327411229,2.756196844094657,3.5803098568750626,Dordogne,Saint-Pierre-de-Frugie,45.574,0.998,444,385,False,In-store,Credit Card,Morning,14.143003751164029,44.67684110545313
Client_2332,74,35341.97892390023,1422.423528855393,1.8803813778105456,2.062563700047546,Ardèche,La Souche,44.629,4.202,380,948,False,Mobile App,Bank Transfer,Evening,19.409410154883798,30.406865413188548
Client_12872,43,36598.81231789804,513.1873335162093,1.058328513165024,1.7750160506205264,Hérault,Bédarieux,43.615,3.16,5778,296,False,Online,PayPal,Morning,6.7424892864797865,17.01286308297317
Client_34941,76,34984.42590847982,1186.1094187750034,8.33255214850007,-6.148186382858879,La Réunion,Bras-Panon,-20.995,55.676,13344,673,False,Online,Credit Card,Evening,-1.7142297130348787,135.53439924257128
Client_34904,25,63519.2183775069,295.43119617201774,6.638258276223969,0.6486695256804076,Martinique,Rivière-Salée,14.529,-60.981,11887,66,False,Online,Bank Transfer,Evening,12.246632846023736,107.92866115768379
Client_10787,72,32518.524364866615,965.6576017563048,1.6911684182363935,-0.7855607684430943,Haute-Corse,Novella,42.587,9.116,79,306,True,Online,PayPal,Evening,13.551319474720481,27.323950760812796
Client_34947,67,16868.925472135816,1335.7363276338308,8.43131684927132,-2.106534117124739,La Réunion,La Possession,-20.926,55.336,35245,855,False,Online,PayPal,Afternoon,11.492514919565917,137.14360795549706
Client_25532,58,22576.152226361686,843.1502931753671,1.2832037323101577,-2.3246738343017332,Hautes-Pyrénées,Campuzan,43.271,0.43,142,304,False,Online,Bank Transfer,Evening,3.4334120654396205,20.676835728499334
Client_34890,57,19861.36297358544,138.039961751588,6.584433026753524,-1.166218869879299,Martinique,Ducos,14.576,-60.976,17912,36,False,Online,PayPal,Evening,9.182284568754994,107.05166705202802
Client_7782,46,27088.674600372437,1244.4670152398667,0.9706577453255039,2.3760795828148593,Creuse,Pontarion,45.998,1.851,362,463,True,Online,PayPal,Morning,7.464228800738146,15.584411800535682
Client_34955,41,50683.67505737716,1086.259521639115,7.225963895392631,0.5411124061495496,La Réunion,Saint-Pierre,-21.342,55.478,84077,295,False,In-store,PayPal,Evening,12.675007999218039,117.5043597181652
Client_11089,75,24367.14096678072,223.66536043612012,1.6007973715623518,-1.7929615608985012,Gard,Montpezat,43.851,4.156,1394,144,True,Online,Bank Transfer,Morning,5.307418456560614,25.851502866287095
Client_12131,69,34284.85054330396,546.6268876110921,1.149921122300714,-4.692625469270047,Gers,Montréal,43.95,0.201,1180,125,True,Online,Bank Transfer,Afternoon,7.419542991045302,18.505214333063325
Client_33489,18,46656.77836814032,523.7714833111991,1.2414638490055254,4.543192341056211,Vosges,Fomerey,48.22,6.339,143,357,False,In-store,Credit Card,Afternoon,9.668938446646385,19.996752830806084
Client_34956,38,35745.02788426706,2570.2898130110225,5.408573398637383,-1.2280606091024167,La Réunion,Saint-Philippe,-21.359,55.768,5074,996,False,In-store,Credit Card,Afternoon,9.06080781004998,87.89296415548726
Client_25287,48,39347.74176948612,802.9088220051617,1.6664952111395515,-1.126599024765654,Pyrénées-Atlantiques,Ossenx,43.372,-0.817,50,144,False,In-store,Bank Transfer,Evening,12.551909451222134,26.921941343217135
Client_16830,40,7162.590444829246,538.5013090872013,1.697549901261707,-0.7059069477057776,Lot,Espédaillac,44.638,1.773,275,323,False,Mobile App,Credit Card,Afternoon,10.44773842469813,27.42792655383936
Client_34968,63,21734.45389918089,255.6629120794379,5.612608537868204,1.5376948999954894,Mayotte,Chiconi,-12.832,45.115,8295,87,True,Online,Credit Card,Afternoon,17.945317843266704,91.21738190018044
Client_7599,43,54539.25585361521,99.73970775454383,1.7679749181025661,1.2099444272972555,Côtes-d'Armor,Tréfumel,48.339,-2.026,275,26,False,Mobile App,Bank Transfer,Morning,14.401370803976485,28.575386626347804
Client_34873,67,39694.14468832734,494.4928225042475,3.4671555300595065,4.098202814561882,Guadeloupe,Port-Louis,16.417,-61.532,5576,15,True,Online,Credit Card,Morning,22.981772235234452,56.260746114538286
Client_3579,67,29358.026538737486,257.0396498580479,2.1002509931924727,-0.0917676230608645,Aude,Alzonne,43.253,2.178,1595,144,True,Online,PayPal,Afternoon,18.202619007853087,33.98927996026148
Client_8438,75,33910.318745255354,831.6433587434437,1.8703949453740552,-4.225588184425441,Doubs,Belmont,47.22,6.366,70,590,True,Online,PayPal,Evening,3.2271029585583246,30.244152885713117
Client_34852,44,62706.94109847084,196.6855844000621,4.4412728025656785,2.6161995343554922,Guadeloupe,Les Abymes,16.271,-61.505,52118,25,False,In-store,PayPal,Evening,14.812912040718633,72.13238841272171
Client_34973,46,33402.66515552732,136.0687951570872,8.636588682400829,-0.5623977508509723,Mayotte,Koungou,-12.733,45.204,32156,138,False,In-store,PayPal,Afternoon,4.485849630748277,140.48817559768852
Client_34881,32,39229.09626124681,255.25149368718166,2.920686298397482,2.887566112418613,Guadeloupe,Trois-Rivières,15.976,-61.645,7625,350,False,Online,Bank Transfer,Evening,8.007954115690186,47.35692681402605
Client_34970,49,-2315.479071976766,485.8117923730919,8.096961215733414,2.0015642064909875,Mayotte,Dembeni,-12.844,45.184,15848,159,True,Mobile App,PayPal,Morning,7.61144382662116,131.69583162950798
Client_17804,38,30270.906042191815,315.32414235937506,1.2877799085466228,0.8042827370183111,Manche,Les Cresnays,48.72,-1.123,228,73,True,Mobile App,PayPal,Evening,8.12833494460229,20.751397010152576
Client_34905,44,24566.06006722491,122.92371108295336,3.632154298518655,-2.0798131308808223,Martinique,Le Robert,14.678,-60.939,21305,84,False,Mobile App,Credit Card,Morning,-1.0444141937601632,58.94913026143555
Client_34944,38,26593.539475582358,138.1960948783177,8.773686547597526,5.883398756258284,La Réunion,Petite-Île,-21.356,55.566,12617,527,True,Mobile App,PayPal,Afternoon,9.344600688106858,142.72196031505453
Client_25312,67,48392.80585113766,615.5398217541159,3.2844122754611105,-1.2999746898563558,Pyrénées-Atlantiques,Préchacq-Navarrenx,43.276,-0.717,180,176,False,Online,Credit Card,Morning,8.459726899465393,53.28324468708749
Client_28759,74,19833.870589101134,1038.1286745947004,1.2507035852951076,-4.600276322694043,Savoie,Le Bourget-du-Lac,45.648,5.86,4933,626,False,Mobile App,PayPal,Evening,1.205021403883439,20.147299169996334
Client_32508,75,41509.541449832344,1237.066962128068,1.2248006480996647,1.5940158528343766,Vaucluse,L'Isle-sur-la-Sorgue,43.92,5.051,19965,75,True,Online,Bank Transfer,Afternoon,17.999848290020907,19.725253318596263
Client_32020,20,21865.071243786355,137.76672827624145,1.1049356462109499,2.346079405780415,Tarn,Saint-Agnan,43.695,1.734,285,202,True,Online,Credit Card,Evening,5.571045282026894,17.772249827390116
Client_5723,36,24804.72930909576,386.3326652422801,1.31336815890857,3.098717339351022,Charente-Maritime,Genouillé,46.022,-0.786,905,15,False,Mobile App,Bank Transfer,Evening,17.51128817232425,21.168315556044202
Client_11097,32,33071.59542376328,904.6300232097503,0.6077224018940274,2.889132783340484,Gard,Orsan,44.132,4.668,1194,73,False,Online,Bank Transfer,Afternoon,10.808478014048731,9.670976004974163
Client_15986,52,21058.856681889647,883.61101327027,2.3289467884444184,-0.23529513656565193,Haute-Loire,Blavozy,45.057,3.981,1706,725,False,Online,Credit Card,Evening,10.968345408558582,37.71550262336951
Client_34959,32,49121.30738349772,882.2014681042485,11.067742608302419,1.4244140313551523,La Réunion,Sainte-Suzanne,-20.906,55.608,24293,349,True,Online,PayPal,Evening,4.626058134864447,180.09983897006742
Client_34876,78,19251.174502738228,137.18726000411397,1.0626751018284797,-2.3560031041751577,Guadeloupe,Saint-Louis,15.954,-61.319,2528,69,False,Online,PayPal,Afternoon,3.5844178102596445,17.08368361190827
Client_17385,60,42325.31797752043,1531.023208690691,2.4069547379451652,-1.964722499150283,Lozère,Les Monts-Verts,44.858,3.205,329,1062,False,Online,Credit Card,Morning,5.944849463893414,38.986514138959656
Client_34948,24,16124.748881885684,443.0646085905208,13.514693439905084,6.095751532273655,La Réunion,Saint-André,-20.96,55.65,57150,173,True,In-store,Credit Card,Afternoon,11.853325004854074,219.968886996001
Client_11236,30,45515.13498178236,461.8789044100504,2.0949931410877136,1.5827853738842212,Gard,Tornac,44.023,3.998,947,202,True,Mobile App,Bank Transfer,Evening,12.337672846905727,33.90361188905606
Client_5395,19,15644.389101758943,138.72363208417934,1.703555677883432,4.045670978670077,Charente,Montbron,45.667,0.499,1997,167,False,Mobile App,Bank Transfer,Morning,12.101874623329568,27.525780827604134
Client_14513,27,21343.15369228917,372.10930401921166,1.2954913690596415,4.951271311312716,Isère,Vernioz,45.422,4.906,1469,304,False,In-store,PayPal,Evening,8.90431975728353,20.877042603669576
Client_32295,62,29962.953991739414,390.1685453858165,1.2223129745346475,-0.059092448757988025,Tarn-et-Garonne,Vazerac,44.19,1.285,760,148,True,Online,PayPal,Morning,8.483461924750987,19.684720760460817
Client_29254,38,20124.832140778744,993.1671037667154,1.7028757339665248,1.4966145977215595,Haute-Savoie,Veyrier-du-Lac,45.882,6.178,2297,648,True,Online,Bank Transfer,Morning,7.63104056136002,27.51470225735744
Client_2897,48,19983.02465869474,2474.446311186266,3.647062935669435,1.5600570560229412,Ariège,Caussou,42.769,1.804,44,1272,True,In-store,Credit Card,Evening,11.012995910703284,59.19204203673115
Client_34953,71,15538.391195916322,947.257875912321,10.209192523604438,-2.5742830916993924,La Réunion,Saint-Louis,-21.287,55.409,53935,666,False,Online,Credit Card,Evening,5.565829359287718,166.11117433593827
Client_29040,23,12700.055543598843,1508.1416397800936,0.616577973583142,9.065211944953404,Haute-Savoie,Champanges,46.37,6.553,1154,705,True,Mobile App,Bank Transfer,Morning,9.042450812419492,9.81526301246551
Client_34868,52,49256.45296432945,207.06900528208044,3.6649395216449423,-0.3990913252140962,Guadeloupe,Le Moule,16.331,-61.344,22645,33,True,In-store,Credit Card,Morning,9.351413044102637,59.483311667322965
Client_13114,60,3116.947286993247,411.2749356579777,3.4184448361331494,-1.8268071151100296,Hérault,Saint-Jean-de-Védas,43.576,3.827,12570,35,False,Online,Credit Card,Evening,9.323620168456282,55.4670852978007
Client_14347,49,28782.931842213806,277.2981199363471,2.280743351037375,2.734638180300222,Isère,Saint-Albin-de-Vaulserre,45.505,5.702,417,326,True,In-store,Bank Transfer,Afternoon,17.339024863337016,36.930106719138045
Client_34962,58,28633.7361354776,2193.9723912096565,14.847374153454359,-2.6922064184401515,La Réunion,Les Trois-Bassins,-21.106,55.295,6899,1242,False,Mobile App,Credit Card,Afternoon,13.05113934231542,241.68273211520653
Client_24452,67,25051.664030622775,600.4392994342398,1.263132398277357,-3.3775420144647503,Puy-de-Dôme,Le Breuil-sur-Couze,45.467,3.262,1046,407,True,Mobile App,Bank Transfer,Evening,9.636526450403856,20.34980628019033
Client_11350,78,56773.27389061348,417.081906600024,1.6986368798042495,0.883439717210265,Haute-Garonne,Bretx,43.704,1.199,670,176,True,Online,Bank Transfer,Afternoon,9.482109696403198,27.44563708531228
Client_32300,78,24840.07481353173,412.3468801791847,2.333873523908606,-4.028563892740285,Tarn-et-Garonne,Villebrumier,43.907,1.452,1356,145,True,Online,Credit Card,Afternoon,7.200499145090663,37.7957756923237
Client_4182,45,41313.59833961868,1545.221135130549,1.5725890078639067,2.9138147059035555,Aveyron,Mounes-Prohencoux,43.787,2.852,186,701,True,In-store,PayPal,Afternoon,6.023525159347969,25.391893873535203
Client_25614,26,9791.115031355006,2701.518500480657,1.7418095336945434,3.644123091887218,Hautes-Pyrénées,Grust,42.889,-0.032,35,1687,False,Mobile App,Credit Card,Afternoon,5.895009477454222,28.149064628329878
Client_32921,29,50547.0553370737,463.6679232286066,1.000716720593569,5.634556198842865,Vienne,La Chaussée,46.885,0.111,185,85,True,In-store,PayPal,Morning,8.393706512047265,16.074173471712342
Client_5481,46,40802.34832139498,880.1092789615626,1.1005932343077134,-1.2077610579587192,Charente,Saint-Martin-du-Clocher,46.062,0.154,123,127,False,Online,PayPal,Morning,4.414027992849409,17.70149735190816
Client_34937,53,52629.010154598385,456.0848182004281,5.314020388727244,2.56490225903403,Guyane,Apatou,5.156,-54.344,9818,110,False,Online,Bank Transfer,Evening,11.444464474153262,86.35237803319284
Client_12034,78,52671.94683212077,102.93827522914279,1.3855998668570155,-4.185170732286169,Gers,Lannux,43.647,-0.218,224,131,False,Online,PayPal,Morning,12.117469155752858,22.34521269512795
Client_16864,28,20384.788212306023,207.27248371611796,2.643168494549286,2.6530445976768497,Lot,Grézels,44.476,1.152,231,156,False,Online,Credit Card,Morning,8.019953105464158,42.83522964431686
Client_2183,69,29260.881165350434,1951.2252067506438,1.2747430346773647,-1.352137592144124,Ardèche,Monestier,45.198,4.532,61,977,True,Online,PayPal,Afternoon,6.044701991008591,20.538982545714376
Client_25437,70,17310.984052745727,2191.518103608306,1.691481894343976,-1.1040190750190007,Hautes-Pyrénées,Arras-en-Lavedan,42.993,-0.127,495,1224,True,Online,PayPal,Afternoon,2.41665677429498,27.329058339529446
Client_25071,32,14686.634435350752,317.06127601531176,1.378884400377732,0.42771793103150246,Pyrénées-Atlantiques,Espelette,43.34,-1.446,2032,243,False,Online,PayPal,Evening,14.837425742604301,22.23579518983066
Client_3176,36,45262.4809264175,105.53459800712162,2.282291709954082,2.7425068932756362,Aube,Bernon,47.989,3.995,164,173,False,Mobile App,Credit Card,Afternoon,10.304834119430012,36.95533468662081
Client_15576,79,9007.166918733474,94.33022660047239,1.95261539879484,1.6470686347475234,Loir-et-Cher,Sargé-sur-Braye,47.925,0.851,983,135,True,Mobile App,Credit Card,Afternoon,12.616396805064653,31.583800239395455
Client_28062,29,47234.116069936215,483.1240699382747,2.3356612067346547,2.7740977204115835,Saône-et-Loire,Mancey,46.574,4.845,388,297,False,In-store,Credit Card,Afternoon,9.659729900439698,37.824903050146496
Client_34916,66,12572.287892480239,1058.7008001868285,0.860263453737721,-0.4660416044565928,Martinique,Le Morne-Vert,14.708,-61.144,1778,440,True,Online,Bank Transfer,Evening,12.474261929703674,13.785717990975346
Client_21676,76,22297.11550669271,243.83186728339354,1.1117615420329503,1.3690096177824906,Nièvre,Neuilly,47.239,3.501,110,248,True,Online,PayPal,Afternoon,10.408857844371068,17.883466597597597
Client_34889,27,44860.30964496883,100.84563151486111,3.671022778659012,5.203137080468538,Martinique,Le Diamant,14.48,-61.025,5687,99,False,Mobile App,Bank Transfer,Evening,9.971091214400415,59.58242835692526
Client_32902,55,36037.78495773471,277.0296708617485,2.043547984753819,2.978428181108793,Vienne,Cenon-sur-Vienne,46.774,0.536,1701,63,False,Online,PayPal,Evening,11.754717825984981,33.06539749500781
Client_34964,36,11947.353209178953,369.9886508397313,7.587743244663555,1.6836524114940437,Mayotte,Acoua,-12.724,45.059,5192,180,False,Mobile App,Credit Card,Morning,16.258076240873088,123.39896048602222
Client_34892,37,32744.430748781015,295.35841470560257,5.766994247649302,-1.7448700946795448,Martinique,Fort-de-France,14.607,-61.07,74921,201,False,Online,PayPal,Evening,8.632037247795308,93.7328436733739
Client_13045,57,24495.646864604932,256.7403479903011,3.024995219261636,2.5679301350976997,Hérault,Pierrerue,43.43,2.973,296,218,False,Online,Credit Card,Morning,16.057525327183697,49.05646949455571
Client_10674,54,17432.606307398273,388.8244387378123,1.3323821682146644,-1.2747648783738705,Corse-du-Sud,Zonza,41.749,9.171,2748,574,True,Online,PayPal,Morning,3.1891949011335683,21.478117633143444
Client_15272,68,32051.714997744104,846.900590905223,1.6739461004770746,0.29891597679377124,Landes,Renung,43.749,-0.359,500,98,False,In-store,PayPal,Evening,15.504119147670975,27.04334135706174
Client_24680,42,2631.0653946550847,567.4912147824841,0.6384306910653015,-1.565667848154015,Puy-de-Dôme,Pouzol,46.092,2.969,267,538,True,In-store,PayPal,Evening,1.859679001038991,10.17131718059227
Client_17093,45,32125.321554910894,1191.0561595655522,2.399560582112961,1.3386022921947043,Lot-et-Garonne,Bournel,44.62,0.671,256,102,False,Mobile App,Bank Transfer,Evening,10.756016160257055,38.866038504476926
Client_11401,54,23993.989794343288,1496.557793032037,1.5952359548626358,5.316568133083671,Haute-Garonne,Chein-Dessus,43.019,0.884,197,608,True,Mobile App,PayPal,Evening,11.952389252056593,25.760888708197133
Client_14202,58,19483.602695097994,111.15562675689381,2.703592980053376,2.2694354458577113,Isère,L'Isle-d'Abeau,45.623,5.23,17206,232,False,Mobile App,Credit Card,Evening,11.49098058708521,43.81974747090801
Client_27800,45,44205.37833109769,563.4976156327218,1.9964813016599898,-0.8425697463268618,Saône-et-Loire,L'Abergement-de-Cuisery,46.574,4.959,811,186,False,Online,PayPal,Morning,7.448795759134721,32.29852313674363
Client_30284,67,28293.926495029362,380.9179462337531,0.9816752351317907,1.4444825546196127,Seine-et-Marne,Mons-en-Montois,48.489,3.147,443,124,True,Online,PayPal,Afternoon,15.2646799864359,15.763923715748291
