ClientID,Age,AnnualIncome,PurchaseAmount,PurchaseFrequency,CustomerSatisfaction,Region,Ville,Latitude,Longitude,Population,Altitude,DiscountApplied,OrderMethod,PaymentMethod,ShippingCost
Client_7715,44.0,50863.78753354617,1253.6412681341121,2.048279657148743,8.67573790991536,Creuse,Fleurat,46.242,1.68,310.0,419.0,True,Mobile App,Credit Card,17.248874091994015
Client_9111,57.0,72962.17219362457,499.61471820670147,2.004501000670212,1.1812662272695458,Drôme,La Laupie,44.61,4.847,762.0,170.0,True,In-store,Credit Card,20.40438101747149
Client_6302,18.0,11751.151104018667,851.55734282084,2.7719229556248273,6.9187059556167,Cher,Villegenon,47.426,2.605,213.0,283.0,True,Mobile App,Credit Card,18.511525583912917
Client_14063,65.0,69649.42434574573,1406.1533857984277,3.52482514695769,1.984156831885512,Isère,Bernin,45.27,5.866,3126.0,352.0,False,Mobile App,Credit Card,16.182077519653305
Client_12790,75.0,72500.46811331023,242.89531748525343,1.7031218585414494,0.1936117998898128,Gironde,Saucats,44.651,-0.598,3388.0,62.0,True,Mobile App,Credit Card,13.180297893209513
Client_10792,59.0,14903.040578123157,315.01952178329066,1.5698954475406528,1.8831921794645545,Haute-Corse,Olmeta-di-Capocorso,42.769,9.372,130.0,545.0,False,Online,Credit Card,16.033638728061923
Client_24796,45.0,69873.07207621924,320.9862669549408,1.7524598779658356,2.451118267654408,Puy-de-Dôme,Saint-Yvoine,45.585,3.236,572.0,468.0,True,Mobile App,Credit Card,15.55074651638259
Client_2796,67.0,56848.44796923018,984.2354072041379,3.137015909864995,1.1675901289547888,Ardennes,Ville-sur-Retourne,49.396,4.443,76.0,115.0,False,Online,Credit Card,17.528063323402225
Client_26171,20.0,-998.2723556565564,998.5631642584898,1.1457757509725435,2.589920622387437,Bas-Rhin,Châtenois,48.272,7.4,4235.0,220.0,False,In-store,Bank Transfer,10.98602393683582
Client_16626,26.0,39632.703811244326,535.6579572513982,2.334250957740006,6.700442131558462,Loiret,Neuville-aux-Bois,48.068,2.053,4981.0,128.0,True,Online,Credit Card,13.821703183657144
Client_28343,41.0,48980.55655167079,190.80258386897773,1.6308976672824953,7.164705607744008,Saône-et-Loire,Vérissey,46.712,5.119,56.0,203.0,True,Mobile App,PayPal,26.296375335762946
Client_20978,77.0,68696.8258243099,824.3024799936863,1.3945150302365392,1.0376685088539102,Moselle,Fontoy,49.356,6.0,3142.0,301.0,True,Mobile App,PayPal,22.73330789408589
Client_15543,59.0,37890.53576564164,889.1299963972634,2.186764872411927,2.4402428590531144,Loir-et-Cher,Saint-Amand-Longpré,47.689,1.016,1209.0,124.0,False,Online,Credit Card,14.726833236285566
Client_1417,39.0,37422.06430407751,450.6742395735704,1.849419626546305,0.32009273979227393,Allier,Saint-Étienne-de-Vicq,46.178,3.534,527.0,359.0,False,In-store,Credit Card,11.946873299851509
Client_8457,35.0,57681.64872745504,1378.846657688551,1.5028545198707117,2.7583732332685926,Doubs,Bonnétage,47.185,6.723,993.0,893.0,True,Online,PayPal,16.48197603640692
Client_20975,32.0,48963.60415684362,1273.5359191166194,1.6611251433784469,1.3787857515999276,Moselle,Folkling,49.148,6.894,1374.0,317.0,True,Online,Credit Card,
Client_2391,52.0,12281.54556177757,471.31863474325064,1.4116132250971871,3.846103936361009,Ardennes,Auge,49.86,4.27,58.0,238.0,True,Online,Bank Transfer,13.791989993672452
Client_29739,72.0,24545.112962548246,357.1749785545439,1.201647867245481,3.0050257615558813,Seine-Maritime,Ocqueville,49.802,0.69,445.0,102.0,True,Online,PayPal,14.283077370052169
Client_26147,38.0,36926.415924472254,217.56333314311536,2.026793650184764,4.026831814417886,Bas-Rhin,Bitschhoffen,48.859,7.619,460.0,198.0,True,Mobile App,Bank Transfer,25.536418224853207
Client_22074,25.0,35229.70042858811,412.5805996280013,1.4615498582761917,6.8314271344628565,Nord,Hasnon,50.424,3.387,3874.0,17.0,True,Mobile App,Bank Transfer,20.562655453859264
Client_3735,28.0,71132.67717467857,574.9840691608308,2.2405575411477123,3.7923884037708513,Aude,Gramazie,43.139,2.097,127.0,226.0,True,Online,PayPal,17.85373667259621
Client_14742,67.0,44898.87120341777,540.0873094900148,3.414511909527027,0.9453301362584074,Jura,Foucherans,47.084,5.456,2279.0,226.0,True,Mobile App,Credit Card,13.46901128452035
Client_24607,28.0,5795.218364822073,1165.4636784019935,1.2274284184415092,4.441255491921128,Puy-de-Dôme,Marsac-en-Livradois,45.479,3.73,1412.0,640.0,False,In-store,Credit Card,17.446154406631756
Client_25845,37.0,40193.432119939614,783.0410969461669,1.5976737715305507,6.267178019447066,Hautes-Pyrénées,Tournay,43.184,0.245,1230.0,354.0,True,Mobile App,Bank Transfer,14.363603017212393
Client_12958,74.0,41408.857489376525,485.3599790551158,1.274607245893385,2.911272100444422,Hérault,Gignac,43.653,3.551,6650.0,115.0,True,Online,PayPal,12.95374511402623
Client_21859,25.0,30780.337367429962,467.62702796263557,1.7768032596694259,6.532162937113353,Nord,Bellaing,50.367,3.426,1329.0,35.0,True,Online,Credit Card,16.003574412271774
Client_32466,37.0,33685.5180726839,1169.1137116670684,2.64460683909141,7.484088860050048,Vaucluse,Beaumes-de-Venise,44.122,5.028,2389.0,140.0,False,Mobile App,Credit Card,21.704318292080426
Client_26131,75.0,51734.524900094664,99.69577756903209,1.1057577378189787,0.9639007523045171,Bas-Rhin,Bergbieten,48.576,7.458,732.0,218.0,True,Online,PayPal,19.01340588856051
Client_22655,32.0,42405.38730318074,765.8377793247752,2.41701829366705,6.199594030031925,Oise,Ernemont-Boutavent,49.592,1.801,189.0,187.0,True,In-store,Credit Card,16.479614516356293
Client_26701,22.0,14647.317523899046,756.4672553581249,1.1526697227044833,7.528072661086851,Haut-Rhin,Feldkirch,47.866,7.276,1000.0,235.0,True,Online,Bank Transfer,19.64397139195374
Client_31485,39.0,32419.246416047663,348.23775832631145,0.9856834240189499,1.5496799030294204,Somme,Machy,50.272,1.796,118.0,38.0,False,In-store,Bank Transfer,11.919023348154713
Client_17269,75.0,60244.363938876435,214.8648479446207,2.8108520389727962,0.5083057937634559,Lot-et-Garonne,Puymirol,44.187,0.795,905.0,110.0,True,Mobile App,Credit Card,14.270961802913162
Client_9997,61.0,57188.2204914984,571.2936777051557,2.3148523002808137,1.2041837463691767,Eure-et-Loir,Clévilliers,48.543,1.389,742.0,198.0,True,In-store,Credit Card,15.15722649435758
Client_547,62.0,66915.06597610819,196.2529561000018,0.2893212338645509,1.4646958901222291,Aisne,La Chapelle-sur-Chézy,48.947,3.378,298.0,205.0,False,In-store,Bank Transfer,12.407131281533589
Client_8775,39.0,35864.40771564288,42.58307979337951,2.7655792496086606,0.788454027707477,Doubs,Onans,47.501,6.609,357.0,408.0,False,Mobile App,Credit Card,11.72327448583622
Client_13100,66.0,44097.370386809656,34.3782231634489,0.38546636412268453,1.6444161500346492,Hérault,Saint-Geniès-des-Mourgues,43.697,4.035,2077.0,47.0,False,Online,Bank Transfer,24.207651563632556
Client_22577,66.0,27562.23417776166,695.368894025488,1.4608058363147085,4.548371979493963,Oise,Cauvigny,49.301,2.248,1630.0,112.0,True,Online,Bank Transfer,10.371051005217677
Client_23064,35.0,28625.47012467818,99.72095919267997,1.097833549410828,1.2197085341406337,Oise,Thury-sous-Clermont,49.357,2.325,672.0,111.0,True,Online,Bank Transfer,15.615902008111838
Client_26717,56.0,24016.33429024504,42.866037258751135,0.5632871917286577,0.9229932860654468,Haut-Rhin,Geiswasser,47.976,7.604,317.0,196.0,False,In-store,PayPal,16.462261707651187
Client_30672,42.0,45278.17555775523,248.21323445817495,1.259993921328839,2.9499364946636017,Yvelines,Montfort-l'Amaury,48.778,1.809,2870.0,149.0,False,In-store,Bank Transfer,8.853132304882273
Client_1189,58.0,24742.140418452902,876.054400506072,1.311186754627315,0.13095133179730034,Aisne,Wimy,49.934,3.999,479.0,196.0,False,Online,PayPal,6.024281058614367
Client_18112,68.0,71277.15732761343,415.5615938369001,3.575633066220656,0.1588660978100045,Manche,Tanis,48.592,-1.442,278.0,27.0,True,Mobile App,Credit Card,9.809625430903589
Client_14523,55.0,44995.506509691586,1282.4163408052232,2.4498082347882852,2.3591610144079405,Isère,Villard-Bonnot,45.239,5.888,7331.0,248.0,True,In-store,Bank Transfer,20.293278419166086
Client_10637,77.0,50867.034923470004,1737.771945798401,2.2723857044134763,1.2212605854513656,Corse-du-Sud,Quenza,41.765,9.138,190.0,1105.0,True,Online,Bank Transfer,13.558088307503825
Client_29518,53.0,44054.48849881257,669.6293845499554,0.32938515350209235,3.8849622233419945,Seine-Maritime,Étaimpuis,49.642,1.16,850.0,156.0,True,Mobile App,PayPal,19.631632027811463
Client_22564,57.0,43495.20338364156,516.8946550426191,2.3495450279632246,3.227206131261175,Oise,Campeaux,49.62,1.756,487.0,210.0,False,Mobile App,Credit Card,18.64087058631622
Client_10449,46.0,40259.17471056612,897.0647818007492,1.637830638884573,4.443264751555045,Finistère,Plougonvelin,48.34,-4.718,4410.0,41.0,True,Mobile App,Bank Transfer,13.7998288767283
Client_29316,78.0,25167.93132140454,147.33772229398954,2.1387270814446127,1.5854116723567149,Seine-Maritime,Aubéguimont,49.808,1.673,182.0,197.0,False,Mobile App,PayPal,16.75283643293419
Client_26117,28.0,33278.102614591255,464.8491825881731,0.8061447458050234,3.294634043403504,Bas-Rhin,Asswiller,48.88,7.22,271.0,314.0,False,Online,Bank Transfer,18.4780961066351
Client_8843,76.0,55484.11947564877,1536.534754215196,3.1268509909813638,1.596483537732456,Doubs,Rondefontaine,46.733,6.182,38.0,1064.0,True,Mobile App,Credit Card,16.413149613420995
Client_26291,35.0,17630.216059136175,133.4277702448664,2.1846041678644137,2.711510019532602,Bas-Rhin,Hipsheim,48.467,7.673,1006.0,148.0,False,Mobile App,PayPal,12.189089897556418
Client_6557,44.0,36617.92423738533,1238.6670235953673,1.7247324147309178,0.4423191955299606,Corrèze,Sérilhac,45.089,1.728,273.0,367.0,False,In-store,Bank Transfer,14.419833087455709
Client_11677,26.0,35879.12293430316,419.2008344894592,1.1555622246015735,0.9536625734521289,Haute-Garonne,Pins-Justaret,43.479,1.382,4356.0,159.0,True,Online,Credit Card,12.256653837354126
Client_2711,29.0,42264.29748604089,274.5723860285894,1.5261473703487127,5.168656632273061,Ardennes,Saint-Menges,49.738,4.925,938.0,306.0,True,Mobile App,PayPal,16.79586358017668
Client_612,48.0,-17223.940575705237,506.2878028792493,2.516470232374278,4.788799812922102,Aisne,Courtemont-Varennes,49.074,3.543,349.0,109.0,True,Online,Credit Card,11.884487901659742
Client_10551,78.0,37957.85814173736,68.03298724913643,2.414577120018274,0.4017289603659311,Finistère,Pont-de-Buis-lès-Quimerch,48.255,-4.09,3595.0,97.0,False,Online,Credit Card,14.748472598240372
Client_15438,50.0,37064.05810541692,429.13891750858204,1.0909274710788945,3.9325564158951156,Loir-et-Cher,La Ferté-Imbault,47.386,1.954,954.0,106.0,True,Online,PayPal,16.296224224731276
Client_25903,25.0,19444.471381777974,154.5230475931333,2.3665463126787123,5.3466241744765135,Pyrénées-Orientales,Le Boulou,42.527,2.831,5321.0,121.0,True,In-store,Credit Card,5.71943590285478
Client_16441,74.0,24868.277103339176,599.455960200569,0.5378869910421217,1.0026349907037728,Loiret,Bazoches-les-Gallerandes,48.165,2.042,1504.0,132.0,False,In-store,Bank Transfer,12.068574378855876
Client_5761,32.0,6197.712271326565,334.7830361859415,0.2753165122852054,5.044524267987775,Charente-Maritime,Lozay,46.041,-0.547,144.0,65.0,True,Mobile App,Bank Transfer,13.626281906500207
Client_9219,42.0,55680.00016774563,619.0467243427013,2.00401965345378,2.10812294755132,Drôme,Rochefort-Samson,44.974,5.152,1038.0,528.0,False,Online,Bank Transfer,18.595423657004
Client_11046,34.0,30883.99248298645,886.1311732564391,1.470694036496235,2.5291844366966334,Gard,Langlade,43.806,4.247,2265.0,94.0,False,In-store,Bank Transfer,9.330598977782502
Client_15743,72.0,24151.955399708684,804.534442297985,0.24088439299497333,0.6478669645212669,Loire,Leigneux,45.751,3.976,359.0,481.0,False,Online,PayPal,22.303191107430063
Client_30362,38.0,1760.4841180755072,1011.0013257770207,0.6203867453588879,3.0733686092652945,Seine-et-Marne,Rampillon,48.551,3.065,831.0,133.0,False,In-store,Bank Transfer,14.895465841770783
Client_21226,69.0,52112.23340693593,65.4664077138006,1.4251859190016631,0.29971787313612186,Moselle,Moussey,48.674,6.781,562.0,252.0,False,Mobile App,PayPal,9.497813960315835
Client_10829,24.0,51705.80022829315,403.58261681311404,1.2911507731730576,2.9189411824611624,Haute-Corse,Poggio-d'Oletta,42.64,9.36,215.0,311.0,True,Mobile App,PayPal,11.859028607800791
Client_2683,39.0,5963.4430695022975,911.5981764071516,0.6315326824817995,8.788181463584223,Ardennes,Rethel,49.509,4.365,7425.0,95.0,True,Online,PayPal,21.252017818249755
Client_7467,67.0,-16434.504121038764,621.2560252813528,0.9943102627789855,1.458892802768247,Côtes-d'Armor,Plouaret,48.612,-3.473,2206.0,130.0,True,Mobile App,Credit Card,14.652549569577124
Client_20969,26.0,30610.404098547027,860.3876456475781,1.1410753345655915,5.912284185675788,Moselle,Fleisheim,48.789,7.162,140.0,304.0,True,In-store,PayPal,15.277305945925251
Client_26465,67.0,40814.69827097091,391.1372625239528,1.275176006820382,1.415154520848743,Bas-Rhin,Reipertswiller,48.933,7.464,844.0,305.0,True,Mobile App,Bank Transfer,14.036506495380173
Client_8242,48.0,50843.41340603751,850.3658280762736,1.8760894395648493,0.3013226868747213,Dordogne,Saint-Germain-de-Belvès,44.805,1.047,173.0,162.0,True,Online,Credit Card,9.791466670649687
Client_30037,18.0,45220.11003271254,489.2482188043428,1.301774526229006,7.395434576534786,Seine-et-Marne,Boissy-aux-Cailles,48.319,2.504,276.0,109.0,False,In-store,Bank Transfer,21.41342952764143
Client_7091,26.0,21717.10395152253,599.9512298560388,2.1309822839473656,5.571021047788692,Côte-d'Or,Quincey,47.11,4.972,502.0,217.0,True,In-store,Credit Card,14.349153996883224
Client_4539,54.0,58857.683087455574,595.4910259668314,1.304492123579335,2.8378903599050327,Calvados,Colleville-sur-Mer,49.348,-0.847,193.0,59.0,True,Online,Bank Transfer,16.87004232261781
Client_12380,46.0,71751.92039573527,31.3663282513688,1.7570467705309507,0.9092749920613201,Gironde,Brannens,44.52,-0.153,240.0,48.0,True,Online,PayPal,12.768863475260387
Client_34699,77.0,32890.55772463921,1355.8522728879577,1.7568106663230432,1.9884505038695885,Val-d'Oise,Bray-et-Lû,49.14,1.662,960.0,47.0,True,Online,Bank Transfer,5.487041780409589
Client_15995,77.0,27352.643712585512,975.2987069304384,2.666760813450415,0.09228735476110783,Haute-Loire,Brives-Charensac,45.047,3.926,4246.0,636.0,True,Online,Credit Card,13.549161504346314
Client_279,46.0,35895.68468863041,78.25194989221836,0.9401807205481915,7.4337760551306165,Ain,Saint-Alban,46.094,5.454,192.0,521.0,True,In-store,PayPal,20.218660796156346
Client_15435,25.0,31221.060165091887,868.1647767972803,1.2624050958520974,1.7996322587005604,Loir-et-Cher,Faverolles-sur-Cher,47.321,1.186,1401.0,103.0,True,In-store,Bank Transfer,17.362779177738176
Client_19151,30.0,30374.886024033774,924.7630433676561,2.9846965372415424,1.79820713940236,Haute-Marne,Vauxbons,47.883,5.156,54.0,394.0,True,Mobile App,Credit Card,12.303687907929884
Client_23349,48.0,56977.550259449206,249.64458219518042,1.020861141944497,0.6479297739213181,Orne,La Motte-Fouquet,48.568,-0.284,161.0,238.0,True,Online,PayPal,14.312855413900536
Client_10471,18.0,22401.937803343564,344.36387872076557,0.7829568868015917,9.89312792490896,Finistère,Plozévet,47.988,-4.425,2940.0,54.0,True,Online,PayPal,24.21002783869175
Client_29050,68.0,19189.654745696294,859.8929340534464,1.1713831391237282,0.6483845658420431,Haute-Savoie,Chavanod,45.884,6.052,2913.0,503.0,True,Mobile App,PayPal,8.313493397040315
Client_6317,79.0,60908.56246199321,1194.0120713370948,0.681388531964519,0.3102744078671559,Corrèze,Les Angles-sur-Corrèze,45.307,1.797,126.0,341.0,True,Mobile App,PayPal,15.27709021598919
Client_6066,43.0,39293.76987545772,181.88334527192382,1.314120557892692,0.09677353134848588,Cher,Cerbois,47.106,2.102,402.0,129.0,True,In-store,PayPal,17.132491286162683
Client_8059,58.0,59096.513925136554,590.4030790321824,1.7744098401271684,1.5990423595534962,Dordogne,Granges-d'Ans,45.212,1.121,145.0,263.0,False,Mobile App,Bank Transfer,15.396081345156222
Client_14771,57.0,56235.49650170036,872.5316158272524,0.7658531786035397,1.4288279623056668,Jura,Ivrey,46.991,5.895,60.0,524.0,True,In-store,PayPal,10.157045453675517
Client_14052,21.0,23488.35384349332,569.1318640279266,1.8825748050937432,0.7349625502601602,Isère,Barraux,45.434,5.977,1998.0,424.0,True,Mobile App,Bank Transfer,8.130850650296344
Client_5145,77.0,87274.550750025,927.724743803037,2.6016853856674493,4.01670567550359,Cantal,Saint-Simon,44.963,2.49,1126.0,820.0,True,Mobile App,Credit Card,17.04581459002661
Client_8831,22.0,34912.84007283122,977.1192847547071,0.9769867340671042,6.701356996213367,Doubs,Reugney,47.013,6.151,275.0,751.0,True,In-store,PayPal,16.375162602331336
Client_25173,72.0,38208.81473716993,110.20135501923843,1.2643408719618499,1.1982744238598566,Pyrénées-Atlantiques,Larressore,43.372,-1.436,2129.0,62.0,True,Online,Credit Card,10.231026816555568
Client_14881,58.0,22520.08629947838,353.2178717923557,1.6843225589872635,4.253182487946538,Jura,Ougney,47.24,5.668,413.0,241.0,False,Online,Credit Card,18.933599272110932
Client_18012,26.0,21129.613448769003,101.97257531273907,2.530301876638391,0.9377118939627405,Manche,Saint-Christophe-du-Foc,49.555,-1.742,414.0,80.0,False,In-store,Credit Card,9.023013906561193
Client_14870,59.0,41925.44136025214,514.1834347348014,0.806550446404768,2.195250014855244,Jura,Neuvilley,46.897,5.594,93.0,230.0,False,In-store,PayPal,17.236421745373207
Client_27099,65.0,38315.85454747933,901.0607713345289,2.3721452669161036,0.7797946532605762,Rhône,Lyon,45.764,4.836,522250.0,237.0,False,Online,Bank Transfer,12.712412632173088
Client_10276,25.0,11413.913044746505,145.40706793868776,1.819527056143348,3.6615798856849526,Finistère,Arzano,47.901,-3.44,1419.0,62.0,False,Mobile App,Bank Transfer,15.181289763968165
Client_17778,59.0,58961.04075203758,540.4659695924303,1.459039198059072,0.015042302028184018,Manche,Cerisy-la-Forêt,49.194,-0.937,1025.0,90.0,False,In-store,PayPal,14.765756695802393
Client_30270,63.0,28663.489721114158,659.0168803740759,2.4589204473457693,1.1769306081989015,Seine-et-Marne,Meaux,48.958,2.878,55616.0,58.0,False,Online,Credit Card,16.597545804766494
Client_14113,25.0,12345.34802604167,400.30030037280477,0.6697677674502102,7.0112194401084045,Isère,Châteauvilain,45.515,5.33,747.0,513.0,True,Mobile App,PayPal,18.599494059091146
Client_17433,72.0,48380.498858816754,1494.6130397681,0.9284162997658968,0.8454967478508939,Lozère,Hures-la-Parade,44.244,3.352,221.0,981.0,False,Online,PayPal,16.078350181765032
Client_27775,55.0,52429.06597244344,147.89716570952731,1.3714329090419597,0.4262253597279051,Haute-Saône,La Villeneuve-Bellenoye-et-la-Maize,47.708,6.249,150.0,265.0,True,Online,Credit Card,11.326312157542732
Client_17490,21.0,28156.68230189791,864.757265925719,0.11337592153301536,3.914763085734599,Lozère,Saint-Étienne-Vallée-Française,44.165,3.842,496.0,450.0,False,In-store,Bank Transfer,17.422937175650752
Client_26494,55.0,55555.86308982625,879.0941623038179,1.499703250377877,1.2877483664202325,Bas-Rhin,Saint-Jean-Saverne,48.769,7.37,534.0,294.0,False,Mobile App,Bank Transfer,8.235676584844457
Client_25179,75.0,56294.86919809307,788.0682773226995,1.2168966847866964,0.6500655962758071,Pyrénées-Atlantiques,Lasserre,43.514,-0.084,113.0,202.0,False,Mobile App,PayPal,17.583007776531446
Client_4102,26.0,67340.24349065372,688.6731178442265,1.4726122982388463,1.9358524874933725,Aveyron,La Fouillade,44.231,2.042,1104.0,394.0,True,In-store,PayPal,7.125807006899648
Client_32613,18.0,287.36439726699246,711.2111338334556,3.3488011962731092,5.754165769507958,Vendée,Auchay-sur-Vendée,46.442,-0.867,1134.0,26.0,False,In-store,Credit Card,18.719031352871866
Client_22527,74.0,42008.39037342243,446.4842741909456,3.1711304766921278,2.983373978182487,Oise,Bonnières,49.511,1.965,189.0,126.0,True,Online,Credit Card,22.545090705388702
Client_28187,38.0,53696.43424826054,1261.642461869983,1.3104461116287474,4.075547081476927,Saône-et-Loire,Saint-Denis-de-Vaux,46.796,4.696,270.0,321.0,True,Mobile App,Bank Transfer,15.722420897550576
Client_9805,54.0,50798.60336035153,840.3521526596783,2.037919031117188,2.5622641957204237,Eure,Saint-Martin-Saint-Firmin,49.288,0.56,338.0,117.0,False,Mobile App,Credit Card,12.787712014636005
Client_1063,43.0,27501.941740781167,953.3682324179192,1.018730448420027,1.2344952513734264,Aisne,Seboncourt,49.954,3.475,1084.0,147.0,False,Mobile App,PayPal,18.97664364071264
Client_27175,18.0,8332.994717759193,994.5940685641376,1.2608374706782002,4.408155137045233,Rhône,Saint-Igny-de-Vers,46.241,4.437,568.0,602.0,True,Mobile App,PayPal,13.35114698333568
Client_9375,62.0,86534.85688002962,384.9935752533754,1.2470396468526623,1.7241131630233228,Eure,Bernay,49.089,0.598,9622.0,147.0,False,In-store,Bank Transfer,24.190161236835152
Client_29861,27.0,-3360.005862112268,470.4951338184002,2.4633250929887844,1.6357119274624128,Seine-Maritime,Morienne,49.782,1.711,187.0,199.0,False,Online,Credit Card,17.759564291611483
Client_2534,46.0,23514.928096275748,411.2194390304502,1.4203292623623915,1.0895634709716813,Ardennes,Givron,49.648,4.289,91.0,139.0,True,Mobile App,PayPal,15.640709669603147
Client_31301,69.0,25180.498071577116,24.13359623172437,1.8501383805082916,0.8333818656431378,Somme,L'Étoile,50.02,2.046,1156.0,55.0,False,Online,Credit Card,9.42317410179649
Client_4685,22.0,10878.132614608961,476.7940870489915,1.6259876276191427,4.221223361484552,Calvados,Lion-sur-Mer,49.301,-0.314,2521.0,15.0,True,In-store,Bank Transfer,14.347892265860438
Client_32861,64.0,65150.965813656534,863.6803860659115,0.6537496934147035,3.0552309837267844,Vienne,Adriers,46.258,0.799,702.0,192.0,True,Online,PayPal,16.615877301160936
Client_11732,47.0,47787.26904264916,956.5430803238644,1.3333634394868812,1.3161290985630894,Haute-Garonne,Saint-Élix-Séglan,43.195,0.854,43.0,352.0,False,Mobile App,PayPal,17.6337973324809
Client_11512,32.0,9918.172629559303,168.99787190794652,2.3354131964859817,2.789525263988022,Haute-Garonne,Labastidette,43.459,1.245,2943.0,191.0,False,In-store,Credit Card,18.83436876325731
Client_1921,36.0,15737.951679344338,1037.369138741522,2.219196710576673,2.3000104344035144,Alpes-Maritimes,Drap,43.756,7.32,5238.0,235.0,False,In-store,Credit Card,15.639570073648976
Client_2932,53.0,42874.00002015314,944.05863938315,0.6226644940211558,2.740403536368145,Ariège,Fornex,43.167,1.248,110.0,315.0,True,Mobile App,PayPal,16.619037203110892
Client_12270,37.0,31095.681886689876,244.1182048627575,0.7247540149355313,1.9242436418594133,Gers,Sempesserre,44.015,0.648,304.0,113.0,False,In-store,Bank Transfer,18.45297625569841
Client_17852,56.0,28575.540447928553,917.3432231262516,1.4124073250768816,0.8602565580900849,Manche,Grosville,49.51,-1.743,799.0,100.0,False,Mobile App,PayPal,14.439118097731283
Client_7613,46.0,46098.34444446726,125.97009439067644,1.605415875985483,0.3887369712932146,Côtes-d'Armor,Trémeur,48.347,-2.263,797.0,63.0,True,Online,Credit Card,18.069387557722596
Client_28607,35.0,66097.33463170897,974.5034054590229,0.8376262051138119,0.8216507520412072,Sarthe,Saint-Aubin-des-Coudrais,48.172,0.588,913.0,130.0,True,Online,PayPal,12.892937724142957
Client_28165,28.0,31564.95996093376,1088.208752799114,3.18240473316801,0.5243899259687796,Saône-et-Loire,Sailly,46.534,4.569,71.0,281.0,False,Mobile App,Credit Card,7.579950262845556
Client_26965,60.0,37382.81827231946,775.388150145556,0.8351256516001994,1.3397046898215272,Haut-Rhin,Wettolsheim,48.057,7.298,1776.0,287.0,False,Mobile App,PayPal,17.719702659468155
Client_396,24.0,17667.239709232468,219.94680011079038,2.3837247392203293,3.4473237799025345,,Agnicourt-et-Séchelles,49.718,3.954,186.0,133.0,True,Mobile App,Credit Card,15.950102238930862
