client_id,age,gender,region,article_type,purchase_amount,discount_received,time_of_purchase,payment_method,delivery_option,loyalty_score
36,49.0,F,North,Toys,52.38,False,8.0,Credit Card,Pickup,87.44
37,40.0,F,South,Clothing,154.65,,18.0,Credit Card,Express,117.33
38,75.0,F,North,Home Decor,82.02000000000001,False,3.0,Credit Card,Express,109.76
39,36.0,F,North,Toys,152.97,False,17.0,Debit Card,Express,81.48
40,46.0,F,South,Home Decor,101.75,False,6.0,Debit Card,Express,83.37
41,21.0,F,East,Toys,64.69,False,1.0,Debit Card,Same Day,58.59
42,56.0,F,West,Clothing,67.49,True,12.0,Debit Card,Same Day,
43,42.0,M,South,Toys,32.04,False,0.0,Credit Card,Standard,68.52
44,49.0,F,East,Electronics,34.56,False,2.0,Credit Card,Standard,88.53
45,33.0,F,North,Clothing,56.81,True,11.0,Debit Card,Express,74.66
46,44.0,F,West,Electronics,68.68,False,10.0,Credit Card,Pickup,99.34
47,32.0,M,South,Electronics,91.2,False,7.0,PayPal,Express,70.6
48,46.0,M,North,,83.86,True,20.0,PayPal,Pickup,89.43
49,56.0,M,East,Electronics,14.39,False,10.0,PayPal,Standard,87.19
50,24.0,F,North,Clothing,21.35,True,2.0,Credit Card,Standard,70.67
51,18.0,M,South,Toys,50.17,True,1.0,Credit Card,Standard,67.59
52,50.0,M,South,Electronics,68.23,True,3.0,Debit Card,Standard,126.62
53,39.0,M,Central,Toys,,False,23.0,Debit Card,Pickup,76.34
54,68.0,M,Central,Electronics,67.89,False,15.0,Credit Card,Standard,113.94
55,38.0,F,South,Toys,58.18,True,1.0,Debit Card,Pickup,96.59
56,48.0,F,South,Electronics,141.20999999999998,False,21.0,Bank Transfer,Standard,110.6
57,38.0,M,North,Electronics,97.12,False,10.0,Credit Card,Express,81.06
58,19.0,F,East,Clothing,73.53999999999999,True,16.0,Credit Card,Standard,75.52
59,51.0,F,South,Home Decor,44.32,False,10.0,PayPal,Express,60.91
60,45.0,F,West,Home Decor,84.65,True,18.0,Cash,Standard,118.58
61,43.0,M,South,Home Decor,35.71,False,12.0,Debit Card,Pickup,71.61
62,47.0,F,South,Electronics,74.1,False,4.0,Credit Card,Express,80.8
63,26.0,M,West,Electronics,69.26,False,6.0,PayPal,Same Day,77.13
64,40.0,M,South,Toys,71.27000000000001,True,17.0,Debit Card,,90.64
65,43.0,F,Central,Electronics,56.96,True,15.0,Credit Card,Standard,97.23
66,28.0,M,West,Electronics,66.01,False,13.0,Credit Card,Standard,78.0
67,34.0,M,Central,Electronics,92.17,False,16.0,Debit Card,Standard,83.59
68,20.0,F,Central,Electronics,103.03999999999999,False,2.0,Bank Transfer,Express,61.52
69,18.0,M,West,Electronics,43.29,True,18.0,Credit Card,Standard,59.14
70,30.0,M,West,Toys,131.18,True,23.0,Bank Transfer,Standard,93.09
71,48.0,M,Central,Electronics,140.37,False,20.0,Credit Card,Standard,110.19
72,48.0,F,East,Home Decor,99.64,False,16.0,Debit Card,Standard,94.82
73,39.0,M,South,Electronics,163.57,False,21.0,Credit Card,Express,85.53
74,60.0,M,East,Home Decor,129.15,True,20.0,Debit Card,Standard,129.57
75,53.0,F,West,Clothing,78.67,False,19.0,Debit Card,Same Day,100.59
76,44.0,F,South,Electronics,135.31,True,15.0,PayPal,Express,112.66
77,52.0,M,South,Home Decor,192.8,False,21.0,Credit Card,Express,106.4
78,71.0,M,Central,Electronics,69.87,False,8.0,Debit Card,Standard,133.69
79,18.0,F,East,Toys,54.91,False,11.0,PayPal,Express,24.95
80,21.0,F,North,Clothing,88.58,False,15.0,Debit Card,Standard,65.54
81,42.0,F,East,Clothing,146.20999999999998,False,15.0,Credit Card,Express,95.6
82,40.0,F,West,Clothing,86.41,False,15.0,Credit Card,Standard,88.2
83,36.0,M,Central,Electronics,171.56,True,15.0,Debit Card,Express,120.78
84,33.0,M,Central,Toys,70.02,False,4.0,Bank Transfer,Standard,76.26
85,18.0,M,South,Toys,171.41,True,21.0,PayPal,Express,73.2
86,30.0,M,South,Electronics,146.0,False,22.0,Credit Card,Same Day,90.5
87,41.0,F,South,Electronics,69.21,False,11.0,Credit Card,Standard,95.85
88,53.0,M,West,Electronics,77.81,False,1.0,Debit Card,Standard,115.16
89,21.0,M,East,Electronics,105.93,False,6.0,Credit Card,Express,64.22
90,47.0,M,Central,Electronics,60.269999999999996,False,16.0,Debit Card,Same Day,83.88
91,44.0,M,South,Toys,94.85,True,21.0,PayPal,Standard,92.43
92,65.0,F,North,Home Decor,42.79,False,11.0,Credit Card,Same Day,102.64
93,32.0,F,East,Toys,148.07999999999998,False,22.0,Credit Card,Express,59.04
94,47.0,F,West,Home Decor,93.89,False,,Debit Card,Express,80.69
95,54.0,F,Central,Clothing,103.44,True,,Debit Card,Express,124.22
96,18.0,F,South,Toys,92.32,False,4.0,PayPal,Standard,68.66
97,34.0,F,South,Clothing,112.12,False,14.0,Credit Card,Express,83.56
98,53.0,M,East,Electronics,77.2,,17.0,PayPal,Standard,119.85
99,64.0,M,South,Electronics,149.45,False,17.0,PayPal,Express,124.72
100,30.0,F,West,Toys,90.84,False,7.0,Debit Card,Express,57.92
101,52.0,F,West,Clothing,37.96,True,0.0,PayPal,Same Day,113.98
102,48.0,F,South,Home Decor,13.32,False,10.0,Credit Card,Same Day,66.66
103,23.0,F,South,Toys,82.15,False,14.0,Credit Card,Express,44.82
104,44.0,M,South,Toys,48.61,False,7.0,Credit Card,Pickup,79.31
105,45.0,F,East,Electronics,7.86,True,11.0,Debit Card,Standard,90.18
106,32.0,M,West,Electronics,92.94,True,23.0,Credit Card,Same Day,86.47
107,23.0,M,South,Electronics,33.68,False,11.0,Credit Card,Standard,55.59
108,55.0,F,North,Clothing,102.72,False,20.0,Credit Card,Pickup,100.11
109,29.0,M,West,Toys,78.1,True,18.0,Bank Transfer,Standard,80.3
110,60.0,M,West,Electronics,47.07,False,0.0,Credit Card,Standard,108.53
111,18.0,M,West,Electronics,89.27,True,22.0,Bank Transfer,Same Day,67.14
112,42.0,M,North,Clothing,62.79,False,4.0,PayPal,Standard,93.89
113,23.0,F,East,Toys,37.67,False,10.0,Debit Card,Same Day,47.58
114,34.0,M,East,Electronics,68.38,True,4.0,PayPal,Express,81.69
115,18.0,F,East,Electronics,51.33,True,6.0,Debit Card,Standard,78.16
116,42.0,F,North,Toys,29.2,False,7.0,PayPal,Pickup,67.1
117,33.0,,East,Electronics,55.42,False,10.0,Cash,Standard,93.96
118,20.0,F,North,Toys,83.77000000000001,False,16.0,Debit Card,Same Day,51.89
119,33.0,F,West,Toys,6.52,False,4.0,Debit Card,Standard,44.51
120,50.0,M,East,Electronics,76.74000000000001,True,16.0,Credit Card,Same Day,115.87
121,32.0,F,South,Toys,193.12,False,21.0,Credit Card,Express,81.56
122,18.0,F,West,Toys,62.68,False,16.0,PayPal,Standard,38.84
123,26.0,F,North,Toys,96.05,False,18.0,Debit Card,Pickup,65.53
124,32.0,F,North,Toys,83.50999999999999,True,7.0,PayPal,Express,76.75
125,55.0,M,North,Electronics,89.74000000000001,False,4.0,Debit Card,Express,98.62
126,43.0,F,East,Home Decor,38.92,False,7.0,Credit Card,Standard,73.21
127,49.0,F,North,Home Decor,42.84,False,14.0,Credit Card,Standard,82.67
128,34.0,F,East,Toys,43.44,True,0.0,Credit Card,Standard,84.22
129,37.0,M,North,Clothing,84.72999999999999,False,17.0,Debit Card,Same Day,83.62
130,18.0,F,North,Toys,96.18,False,8.0,Debit Card,Express,45.59
131,43.0,F,West,Toys,147.13,False,20.0,Cash,Express,87.31
132,36.0,F,West,Electronics,117.28,True,22.0,Debit Card,Pickup,103.64
133,46.0,M,West,Clothing,5.710000000000001,False,3.0,Cash,Standard,85.35
134,59.0,F,South,Clothing,110.72,False,8.0,PayPal,Express,114.11
135,30.0,F,North,Clothing,109.47999999999999,False,20.0,Debit Card,Pickup,72.24
136,73.0,M,West,Electronics,42.48,True,12.0,Bank Transfer,Standard,142.49
137,37.0,F,North,Toys,63.32,False,1.0,Credit Card,Same Day,77.91
138,64.0,M,South,Home Decor,81.9,False,18.0,PayPal,Standard,105.95
139,46.0,F,West,Clothing,31.95,False,14.0,Credit Card,Standard,83.47
140,45.0,F,South,Clothing,79.64,True,15.0,Debit Card,Standard,111.07
141,36.0,M,South,Electronics,127.3,False,15.0,PayPal,Express,78.65
142,31.0,F,Central,Toys,47.65,True,4.0,Credit Card,Standard,82.58
143,51.0,M,North,Electronics,43.43,True,6.0,Credit Card,Standard,115.46
144,44.0,M,South,Electronics,93.64,False,10.0,PayPal,Pickup,111.82
145,49.0,F,East,Home Decor,58.15,False,16.0,Credit Card,Standard,75.33
146,53.0,F,Central,Home Decor,91.33,False,5.0,Credit Card,Express,86.91
147,59.0,M,North,Electronics,33.8,False,14.0,Cash,Standard,115.65
148,18.0,F,West,Electronics,48.25,True,7.0,PayPal,Standard,76.62
149,68.0,M,East,Home Decor,81.37,True,23.0,Cash,Standard,130.69
150,34.0,F,East,Clothing,24.81,False,1.0,Credit Card,Standard,64.91
151,36.0,F,East,Toys,95.56,True,19.0,Credit Card,Express,72.78
152,34.0,M,East,Toys,79.75,False,19.0,Bank Transfer,Same Day,67.38
153,34.0,F,South,Toys,66.33,False,10.0,Debit Card,Pickup,75.66
154,40.0,M,North,Electronics,160.1,False,16.0,Debit Card,Express,100.05
155,35.0,F,North,Clothing,86.44,False,11.0,Debit Card,Standard,96.97
156,52.0,M,West,Electronics,32.29,False,1.0,Credit Card,Same Day,91.14
157,46.0,F,North,Home Decor,98.94,False,13.0,Debit Card,Express,81.97
158,19.0,F,West,Clothing,100.15,False,12.0,Credit Card,Express,58.82
159,30.0,F,East,Clothing,83.47999999999999,True,11.0,Debit Card,Express,84.24
160,30.0,F,West,,82.37,False,13.0,Debit Card,Express,63.69
161,28.0,M,West,Electronics,74.57,False,13.0,Credit Card,Standard,82.28
162,69.0,M,Central,Electronics,107.16,False,16.0,Debit Card,Standard,134.83
163,36.0,F,West,Electronics,80.44,False,20.0,Credit Card,Standard,65.22
164,41.0,F,North,Clothing,49.7,True,13.0,Credit Card,Standard,106.1
165,39.0,F,East,Toys,43.04,False,12.0,PayPal,Standard,70.27
166,39.0,F,South,Toys,57.29,False,10.0,Debit Card,Standard,77.39
167,51.0,,East,Electronics,96.58,True,15.0,Credit Card,Standard,127.04
168,18.0,M,Central,Toys,58.56,True,1.0,Credit Card,Standard,71.78
169,18.0,M,West,Electronics,31.04,False,14.0,Debit Card,Standard,48.02
170,41.0,M,West,Home Decor,129.14,False,22.0,Debit Card,Same Day,85.82
171,38.0,M,South,Electronics,119.87,False,20.0,Debit Card,Same Day,87.44
172,36.0,F,West,Clothing,60.32,False,11.0,PayPal,Standard,85.16
173,44.0,F,East,Electronics,60.61,False,4.0,Credit Card,Standard,95.31
174,38.0,M,East,Toys,86.76,False,10.0,Credit Card,Standard,90.88
175,72.0,M,East,Electronics,55.7,False,6.0,Debit Card,Pickup,127.85
176,45.0,M,North,Electronics,101.72999999999999,True,1.0,Credit Card,Express,112.11
177,37.0,F,East,Toys,51.010000000000005,False,4.0,Cash,Standard,86.75
178,40.0,M,South,Electronics,114.91,False,19.0,Credit Card,Express,77.45
179,65.0,F,South,Clothing,90.5,True,12.0,PayPal,Express,131.5
180,69.0,M,South,Clothing,106.00999999999999,False,7.0,PayPal,Express,124.25
181,35.0,F,South,Toys,111.45,False,2.0,PayPal,Express,74.47
182,23.0,M,North,Toys,0.0,False,14.0,Cash,Standard,37.77
183,34.0,F,West,Toys,67.64,False,18.0,PayPal,Same Day,61.32
184,28.0,M,North,Toys,64.5,False,,Credit Card,Standard,52.25
185,32.0,F,Central,Clothing,153.78,True,19.0,PayPal,Express,106.89
186,18.0,F,East,Toys,101.65,False,22.0,PayPal,Standard,43.33
187,18.0,F,East,Clothing,45.89,True,4.0,Debit Card,Standard,75.44
188,46.0,F,South,Electronics,4.5,True,1.0,Bank Transfer,Standard,89.75
189,33.0,M,North,Clothing,19.49,False,0.0,PayPal,Same Day,60.99
190,23.0,F,South,Toys,38.22,False,7.0,Credit Card,Standard,47.86
191,18.0,M,West,Toys,110.97999999999999,False,23.0,Credit Card,Standard,47.99
192,24.0,M,West,Electronics,102.55,False,2.0,Credit Card,Express,66.28
193,32.0,F,North,Electronics,62.66,False,18.0,Bank Transfer,Standard,66.33
194,66.0,M,South,Electronics,49.62,False,9.0,PayPal,Pickup,117.31
195,41.0,F,South,Clothing,91.2,False,19.0,,Same Day,91.85
196,43.0,F,South,Home Decor,54.22,False,3.0,Debit Card,Standard,80.86
197,51.0,M,Central,Electronics,70.07,False,17.0,Credit Card,Standard,93.78
198,45.0,M,North,Home Decor,37.75,False,0.0,Bank Transfer,Standard,75.12
,54.0,M,West,Home Decor,194.74,True,22.0,Debit Card,Express,129.87
200,40.0,F,West,Toys,56.65,,11.0,Debit Card,Standard,78.33
201,33.0,M,North,Toys,106.44,False,18.0,Debit Card,Express,54.47
202,43.0,F,North,Electronics,21.33,True,9.0,Credit Card,Pickup,94.41
203,49.0,M,West,Electronics,89.9,False,4.0,Credit Card,Express,91.2
204,44.0,M,West,Clothing,136.79000000000002,False,11.0,Credit Card,Express,108.4
205,57.0,F,Central,Clothing,144.76,True,22.0,PayPal,Express,118.63
206,18.0,M,West,Electronics,153.72,True,22.0,PayPal,Express,74.36
207,48.0,F,North,Toys,35.17,True,18.0,Credit Card,Standard,82.59
208,49.0,F,South,Clothing,105.46,True,17.0,Credit Card,Pickup,128.98
209,24.0,M,South,Electronics,50.78,True,5.0,Credit Card,Pickup,85.39
210,27.0,F,East,Electronics,47.83,False,12.0,Credit Card,Standard,67.66
211,,M,East,Toys,89.35,False,1.0,Credit Card,Express,59.67
212,18.0,M,South,Electronics,109.92,False,19.0,Debit Card,Standard,72.46
213,60.0,M,West,Electronics,39.790000000000006,True,3.0,Cash,Pickup,139.9
214,32.0,F,South,Clothing,55.55,True,4.0,Debit Card,Standard,97.78
215,27.0,F,South,Toys,41.59,False,9.0,Credit Card,Pickup,54.55
216,41.0,F,West,Toys,35.66,False,3.0,Credit Card,Pickup,69.08
217,60.0,F,North,Clothing,55.39,False,,Credit Card,Standard,97.69
218,21.0,F,North,Toys,69.23,False,7.0,Credit Card,Standard,60.87
219,39.0,M,South,Electronics,102.27000000000001,False,8.0,Debit Card,Express,84.89
220,53.0,F,South,Clothing,108.65,False,14.0,Bank Transfer,Express,105.58
221,71.0,F,South,Clothing,7.66,False,16.0,PayPal,Standard,87.58
222,41.0,M,East,Electronics,26.81,True,3.0,Credit Card,Standard,94.66
223,42.0,M,South,Toys,51.34,False,10.0,Debit Card,Standard,78.17
224,25.0,M,East,Electronics,78.71,False,9.0,Bank Transfer,Standard,80.6
225,55.0,M,North,Electronics,126.91,False,15.0,Debit Card,Express,102.2
226,52.0,F,East,Clothing,98.7,False,23.0,Credit Card,Standard,94.35
227,22.0,M,East,Toys,97.06,False,23.0,PayPal,Standard,46.03
228,19.0,M,West,Electronics,57.74,False,9.0,Credit Card,Same Day,62.62
229,27.0,F,East,Toys,81.27,False,21.0,PayPal,Standard,44.38
230,32.0,M,Central,Electronics,22.03,True,13.0,Debit Card,Pickup,81.02
231,48.0,F,Central,Electronics,91.97,True,13.0,Bank Transfer,Express,110.98
232,45.0,M,South,Clothing,117.47,False,19.0,Debit Card,Standard,109.98
233,50.0,M,North,Home Decor,64.14,True,9.0,Bank Transfer,Standard,114.57
234,56.0,M,West,Electronics,34.22,True,2.0,Cash,Standard,132.11
235,34.0,F,Central,Clothing,80.75,False,0.0,PayPal,Standard,92.88
236,29.0,F,South,,29.37,True,7.0,PayPal,Standard,70.94
237,41.0,M,North,Electronics,49.9,True,0.0,Debit Card,Pickup,106.2
238,28.0,M,East,Electronics,33.31,False,12.0,Bank Transfer,Same Day,61.66
239,46.0,F,South,Home Decor,128.38,True,11.0,Debit Card,Express,116.69
240,48.0,F,North,Toys,106.18,False,6.0,Credit Card,Express,88.09
241,25.0,F,South,Toys,49.46,False,4.0,Debit Card,Pickup,55.98
242,36.0,M,Central,Toys,87.59,False,10.0,PayPal,Pickup,88.8
243,55.0,M,West,Electronics,37.01,False,5.0,PayPal,Standard,97.25
244,32.0,F,West,Toys,30.61,False,5.0,Bank Transfer,Standard,55.3
245,29.0,F,West,,52.01,True,13.0,Credit Card,Same Day,
246,47.0,F,North,Clothing,160.96,False,23.0,Credit Card,Express,94.23
247,61.0,M,South,Electronics,41.66,False,0.0,PayPal,Standard,107.08
248,52.0,M,North,Home Decor,114.72,False,19.0,Credit Card,Standard,107.36
249,38.0,M,South,Electronics,116.53,True,18.0,PayPal,Express,95.77
250,18.0,M,East,Clothing,61.04,False,7.0,Debit Card,Standard,63.02
251,57.0,M,Central,Home Decor,119.63,False,23.0,Credit Card,Standard,101.06
252,52.0,F,West,Clothing,44.87,,12.0,Credit Card,Standard,97.44
253,40.0,M,East,Electronics,1.47,False,4.0,Debit Card,Standard,60.73
254,33.0,M,North,Electronics,132.26,True,15.0,Credit Card,Express,97.38
255,30.0,F,East,Toys,125.28,False,3.0,PayPal,Express,75.14
256,38.0,M,North,Electronics,52.44,True,18.0,Debit Card,Standard,88.72
257,24.0,M,North,Electronics,109.23,True,17.0,Credit Card,Express,74.62
258,46.0,M,East,Toys,84.25,False,3.0,Credit Card,Standard,99.62
259,31.0,F,East,Toys,49.6,False,4.0,Debit Card,Standard,63.55
260,47.0,M,Central,Electronics,152.76,False,21.0,Credit Card,Express,90.13
261,61.0,,West,Electronics,82.5,True,1.0,Credit Card,Express,122.5
262,44.0,F,East,Clothing,93.69,False,15.0,Debit Card,Standard,96.85
263,29.0,M,South,Electronics,126.94,False,8.0,Debit Card,Express,84.72
264,18.0,F,South,,56.01,True,10.0,Debit Card,Express,55.5
265,18.0,M,North,Electronics,77.74,False,22.0,Credit Card,Pickup,41.37
266,50.0,M,West,Electronics,110.9,False,14.0,Credit Card,Express,102.95
267,46.0,F,East,Electronics,13.74,False,11.0,PayPal,Standard,74.37
268,40.0,F,North,Clothing,162.41,True,21.0,PayPal,Express,106.2
269,44.0,F,South,Electronics,26.22,False,6.0,Debit Card,Standard,78.11
270,32.0,M,South,Toys,85.15,True,6.0,Debit Card,Express,77.58
271,75.0,F,North,Home Decor,28.21,False,5.0,Credit Card,Pickup,107.86
272,65.0,F,South,Clothing,45.33,False,23.0,Debit Card,Standard,83.92
273,27.0,F,South,Toys,110.03999999999999,False,16.0,Bank Transfer,Express,48.77
274,35.0,F,South,Clothing,151.01999999999998,False,21.0,Debit Card,Standard,99.26
275,50.0,F,North,Home Decor,64.74,False,12.0,Bank Transfer,Same Day,94.87
276,31.0,M,North,Electronics,131.43,True,14.0,Credit Card,Express,109.47
277,23.0,F,East,Clothing,85.73,False,6.0,Bank Transfer,Standard,81.61
278,46.0,M,West,Home Decor,0.0,False,4.0,Credit Card,Standard,53.67
279,37.0,M,West,Electronics,84.12,False,20.0,Debit Card,Standard,68.31
280,74.0,F,West,Clothing,34.019999999999996,True,12.0,Debit Card,Express,114.51
281,36.0,F,North,Toys,144.01,False,15.0,,Express,77.0
282,59.0,M,East,Electronics,23.67,True,3.0,Credit Card,Standard,115.59
283,18.0,M,South,Electronics,63.98,False,14.0,Credit Card,Standard,64.49
284,40.0,F,North,Toys,152.82,False,20.0,Credit Card,Express,71.41
285,22.0,M,Central,Clothing,54.99,True,8.0,PayPal,Pickup,85.0
286,50.0,M,South,Electronics,61.19,False,4.0,Credit Card,Standard,103.09
287,37.0,M,North,Electronics,85.51,True,22.0,Debit Card,Standard,89.0
288,48.0,M,South,Clothing,91.53999999999999,False,22.0,PayPal,Pickup,85.77
289,44.0,M,East,,87.63,False,18.0,PayPal,Standard,93.82
290,18.0,F,West,Toys,62.41,False,13.0,PayPal,Standard,53.7
291,46.0,F,South,Electronics,19.810000000000002,False,12.0,Cash,Standard,92.41
292,29.0,M,East,Electronics,89.41,True,,Credit Card,Standard,95.95
293,18.0,F,Central,Clothing,82.44,True,8.0,Credit Card,Standard,93.72
294,23.0,M,North,Electronics,51.39,False,2.0,PayPal,Standard,64.44
295,51.0,F,South,Home Decor,21.32,False,8.0,Credit Card,Standard,74.41
296,31.0,M,East,Electronics,80.06,False,5.0,Credit Card,Express,63.78
297,44.0,F,South,Electronics,135.3,False,16.0,Credit Card,Express,92.65
298,33.0,F,East,Clothing,96.71000000000001,True,1.0,Debit Card,Express,94.61
299,18.0,F,South,Clothing,82.4,False,17.0,Cash,Express,48.7
300,55.0,M,South,Electronics,97.19,False,23.0,Credit Card,Standard,
301,48.0,M,East,Electronics,14.0,False,9.0,Credit Card,Standard,77.0
302,56.0,M,South,Electronics,118.72,False,22.0,Credit Card,Standard,109.36
303,30.0,F,North,Toys,89.59,False,16.0,Bank Transfer,Same Day,67.3
304,37.0,F,Central,Toys,60.9,True,5.0,Credit Card,Standard,96.7
305,37.0,M,South,Clothing,96.7,False,11.0,Debit Card,Express,79.6
306,18.0,F,South,,81.99,True,7.0,Credit Card,Express,68.5
307,23.0,M,West,Clothing,121.04,True,8.0,PayPal,Express,94.27
308,42.0,F,South,Clothing,110.84,False,14.0,Debit Card,Express,92.92
309,36.0,F,South,Clothing,130.89,False,15.0,Credit Card,Express,80.44
310,58.0,M,Central,Electronics,87.27000000000001,False,18.0,Credit Card,Standard,111.13
311,18.0,F,East,Toys,73.64,False,13.0,Debit Card,Same Day,59.32
312,53.0,M,East,Electronics,59.24,True,7.0,Credit Card,Standard,125.87
,63.0,M,South,Electronics,60.31,False,16.0,Debit Card,Standard,103.91
314,40.0,F,East,Clothing,0.0,True,6.0,PayPal,Standard,77.23
315,18.0,M,Central,Electronics,88.0,False,15.0,Credit Card,Standard,61.5
316,49.0,M,South,Electronics,111.27000000000001,True,22.0,Debit Card,Standard,116.89
317,18.0,M,South,Electronics,14.29,False,17.0,Cash,Same Day,39.64
318,111.10294557823832,F,South,Clothing,94.62,False,18.0,Debit Card,Standard,154.81
319,47.0,F,South,Toys,115.3,False,6.0,Debit Card,Express,91.4
320,64.0,F,Central,Clothing,9.57,False,4.0,Credit Card,Standard,94.78
321,64.0,M,South,Home Decor,104.85,False,8.0,Bank Transfer,Express,107.42
322,53.0,F,South,Clothing,124.32,False,23.0,Credit Card,Pickup,108.41
323,54.0,M,East,Home Decor,78.96000000000001,False,1.0,PayPal,Express,81.98
324,18.0,F,South,Toys,119.92,False,18.0,PayPal,Standard,67.46
325,35.0,F,North,Toys,117.43,True,22.0,Debit Card,Standard,92.47
326,33.0,F,South,Toys,41.64,False,,Debit Card,,62.07
327,34.0,M,,Electronics,138.04,False,17.0,PayPal,Express,81.52
328,18.0,M,South,Electronics,54.95,True,14.0,PayPal,Same Day,79.97
329,39.0,M,West,Clothing,106.46000000000001,False,23.0,PayPal,Pickup,81.98
330,45.0,M,West,Home Decor,131.67000000000002,False,20.0,Credit Card,Standard,92.09
331,75.0,M,West,Clothing,69.48,True,0.0,Credit Card,Standard,158.49
332,31.0,M,East,Clothing,131.25,False,21.0,Cash,Express,74.38
333,28.0,F,Central,Toys,44.06,False,1.0,Credit Card,Standard,57.03
334,56.0,F,East,Home Decor,49.37,False,8.0,Credit Card,Standard,94.69
335,52.0,F,West,Clothing,73.83,False,16.0,,Standard,96.91
336,72.0,F,North,Home Decor,53.21,False,10.0,PayPal,Same Day,116.61
337,36.0,F,Central,,44.9,False,7.0,PayPal,Standard,77.45
338,43.0,F,West,Electronics,121.83,False,10.0,Debit Card,Express,99.66
339,68.0,F,South,Clothing,110.41,False,18.0,Debit Card,Express,110.2
340,64.0,M,East,Electronics,55.95,False,12.0,Debit Card,Standard,117.97
341,18.0,F,West,Clothing,67.85,False,21.0,Credit Card,Same Day,36.42
342,28.0,M,West,Electronics,99.5,False,20.0,Debit Card,Pickup,64.75
343,42.0,F,Central,Electronics,62.98,False,14.0,PayPal,Standard,93.99
344,64.0,M,East,Electronics,16.47,False,5.0,PayPal,Standard,98.23
345,51.0,M,Central,Electronics,5.950000000000003,False,4.0,Cash,Standard,91.72
346,28.0,M,North,,181.78,False,22.0,Debit Card,Express,80.89
347,43.0,M,North,Electronics,54.48,True,10.0,PayPal,Standard,110.99
348,38.0,M,West,Electronics,148.16,False,19.0,Debit Card,Express,91.58
349,26.0,M,West,Electronics,105.06,False,9.0,Debit Card,Express,70.03
350,56.0,M,North,Electronics,37.41,True,9.0,Credit Card,Standard,118.7
351,24.0,F,West,Toys,75.93,False,11.0,Credit Card,Standard,67.97
352,18.0,F,West,Electronics,78.84,False,6.0,Credit Card,Standard,71.92
353,28.0,M,East,Electronics,44.13,False,16.0,,Same Day,52.06
354,25.0,M,West,Electronics,74.28,False,19.0,PayPal,Standard,63.39
355,20.0,M,West,Electronics,118.16,True,12.0,Credit Card,Express,89.08
356,43.0,F,West,Toys,41.86,False,7.0,Credit Card,Standard,74.68
